id,name,is_clan,is_virtual,spelling_of,spellings,septs,present_national_histories,design_names,design_ids
172,"Duke of Fife",0,0,,,,,"Duke of Fife ",1182
173,"Duke of Perth",0,0,,,,,"Duke of Perth",1183
174,"Duke of Rothesay",0,0,,,,,"Duke of Rothesay Hunting, Duke of Rothesay ","1184, 1185"
175,Rothesay,0,0,,,,,"Rothesay #2, Rothesay Dress, Rothesay Hunting, Rothesay Red","3882, 3883, 3884, 3885"
176,"Duke of Sussex",0,0,,,,,"Duke of Sussex",1186
177,Inverness,0,0,,,,,"Inverness District, Inverness Hunting","2037, 2038"
178,"Duke of York",0,0,,,,,"Duke of York Hunting, Duke of York","1187, 1188"
179,Dunbar,1,0,,"Dunbarre,Dumbare,Dumbar,Dounbare","Clugston,Edgar,Heryng,Strickland,Wedderburn,Dunbar of Pitgaveny",,"Dunbar Hunting, Dunbar Plaid, Dunbar ","1190, 1193, 1194"
180,Duncan,1,0,,"Duncane,Dunchad,Dunckane,Dunecan,Dunecanus,Dunkan,Dunkane",,"scottish,english,welsh,irish",Duncan,1202
181,Leslie,1,0,,"Leslay,Lesley,Lesslie,Lesly,Lesli,Leslei,Lessley,Lessely","Abernethy,More,Leslie of the Hebrides","scottish,english,welsh,irish","Leslie (J Cant), Leslie Hunting, Leslie ","2369, 2370, 2372"
182,Dundas,1,0,,Dundass,,"scottish,english,welsh,irish","Dundas (Melbourne) personal, Dundas ","1203, 1204"
183,Dundonald,0,0,,,,,,
184,Dunlop,1,0,,"Dunlape,Donlop,Donlip,Dunlap,Dunlope,Dunlopp,Donlap,Dunluop,Dunlip,Downlop,Dullope,Dalape,Dewlap",,,"Dunlop #2, Dunlop Dress, Dunlop Hunting, Dunlop ","1222, 1223, 1224, 1225"
185,Dunmore,0,0,,,,,Dunmore,1226
186,Durie,1,0,,,,,,
187,Dyce,0,0,,,,,"Dyce (Clans Originaux), Dyce","1240, 1241"
188,Dyer,0,0,O'Dwyer,,,,Dyer,1242
189,Ebronen,0,0,,,,,Ebronen,1254
190,Edwards,0,0,,"Kedward,Kedwards,Iorwerth,Emment,Emont,Edward,Edwardes,Edwardson,Bedward,Yerward,Yorath",,,"Edwards of Wales",1274
191,Montgomery,1,0,,Montgomerie,,"scottish,english,welsh,irish","Montgomery (Vestiarium Scoticum), Montgomery Colin, Montgomery, Montgomery 1815 Variant","3230, 3231, 3233, 4923"
192,Elliot,1,0,,"Elliotti,Elliott,Ellet,Ellette,Ellett,Eliot,Eliott,Elleot,Ellat,Elluat,Illot",,"scottish,english,welsh,irish","Elliot (Clans Originaux), Elliot ","1289, 1290"
193,Ellis,0,0,,"Elisa,Elise,Elisha,Elis,Ellice,Eliza,Ellisa,Helis,Elisedd,Ellianson,Eliss,Elliss,Ellys,Eles,Elias,Elix,Elyce,Elyas,Elys,Heelis,Helys",,,"Ellis of Wales",1291
194,Elphinstone,1,0,,,,,Elphinstone,1293
195,Erskine,1,0,,"Aersking,Aersken,Aerskine,Arskeyne,Arskyn,Askin,Arskin,Askine,Assequin,Areskin,Arskine,Areskine,Erskye,Ersken,Erskyne,Erschine,Erskyn,Erkyrn,Ersskyne,Erskynn,Erschin,Hasquin,Hirskyne,Herskyne,Irskyne,Ireskin,Irskine,Irskyn",,,"Erskine Black & White, Erskine Blue, Erskine Burgundy, Erskine Dress Dance Black, Erskine Dress Dance Blue (a), Erskine Dress Purple, Erskine Green, Erskine Hunting, Erskine Purple, Erskine Red, Erskine, Erskine Dress Green, Erskine Dress Dance Blue, Erskine Dress Dance Blue [150 Blue variant]","1306, 1307, 1308, 1309, 1310, 1311, 1312, 1313, 1314, 1315, 1316, 4925, 304191, 396027"
196,Esteba-Quer,0,0,,,,,Esteba-Quer,1320
197,Estes,0,0,,,,,Estes,1321
198,Evans,0,0,,"Evan,Evance,Heavens,Iefan,Ifan,Jeavons,Jevons,Jeavince,Evands,Evanson,Evens,Evenson,Evins,Euan,Evyn,Ewy,Heaven,Ifans,Ieuan,Ewen",,,"Evans of Wales",1326
199,Ewbank,0,0,,Eubank,,,Ewbank,1329
200,Farquharson,1,0,,,"Barrie,Bowman,Christie,Coutts,Cromar,Farquhar,Ferries,Findlay,Findlayson,Gracie,Kellas,Lyon,MacCaig","scottish,english,welsh,irish","Farquharson (Clans Originaux), Farquharson #2, Farquharson #3, Farquharson Dress, Farquharson, Farquharson 1842 Variant","1340, 1341, 1342, 1343, 1344, 4916"
201,Ferguson,1,0,,"Fergusson,Fergowsone,Fergeson,Fergusone,Furguson,Fergussoun,Fergousoune,Farguesoun,Fargisone,Fargussoun,Fargusone,Fargesoun,Forgusoun","Fergus,Ferries,MacFergus,MacKerras,Ferguson of Balquhidder","scottish,english,welsh,irish","Ferguson Dress, Ferguson Dress #2, Ferguson Dress Blue (Dance), Ferguson, Ferguson Old","1352, 1353, 1354, 1356, 4917"
203,Fermanagh,0,0,,,,,"Fermanagh 1990, Fermanagh Irish County Crest","1358, 4899"
204,Fiddes,0,0,,,,,"Fiddes Kelvingrove Artifact, Fiddes Rock and Wheel, Fiddes","1366, 1367, 1368"
205,Gillies,0,0,,"Gellas,Gilies,Gilise,Gillas,Gilleis,Gilles,Gillice,Gilliosa,Gillise,Gilliss,Gylis,Gyllis",,,"Gillies Blue; Dress Dance, Gillies Blue; Dress Dance #1, Gillies Green; Dress Dance, Gillies Red; Dress Dance, Gillies ","1534, 1535, 1536, 1537, 1538"
206,Fitzgibbon,0,0,,,,,Fitzgibbon,1387
207,Fitzpatrick,0,0,,"MacGiollaPhádraig,Fitzpatricks,Fityz-Patrick,Kilpatrick,MacGilpatrick,Shera,Sherar",,,"Fitzpatrick Dress, Fitzpatrick Hunting, Fitzpatrick","1388, 1389, 1390"
208,Fitzsimmons,0,0,,"Fitzsimons,Simmons,Simons,Simon,Symon,Symons,Symin,Symmie",,,"Fitzsimmons Hunting, Fitzsimmons Red","1391, 1392"
209,Fletcher,1,0,,"Flessor,Fleschar,Fleschor,Flechyr,Flesshour,Fleschour,Flessher,Flesser,Flescher,Fletcheour,Fleger,Flesher,Fledger,MacInlester,MacInleister,MacInleaster,Makinlestar,Makfleger,MacLeister","MacClester,MacFleger,MacInlister,Fletcher of Dunans","scottish,english,welsh,irish","Fletcher Family",1398
211,Forbes,1,0,,"Forbas,Forebess,Forbace,Forbss,Forbose,Faubus,Fobes,Forbush,Fordice,Furbush,Fordyse,Ffordyce,Fordise,Fordys,Foirdyse","Berry,Boyce,Fordyce,Lumsden,Meldrum,Walter,Waters,Watson,Watt,Forbes of Druinnor","scottish,english,welsh,irish","Forbes 1842 Variant, Forbes Ancient, Forbes Brown, Forbes Dress, Forbes","1406, 1407, 1408, 1409, 1411"
212,Forrester,1,0,,"Forester,Foristar,Forrister,Froster,Forstare,Forastir,Foryster,Forrestar,Forestar,Forstar,Forster,Forest,Forister,Forrest",,"scottish,english,welsh,irish","Forrester Hunting, Forrester","1417, 1419"
213,James,0,0,,"Fitzjames,Geames,Jaimes,Jacob,Jago,Jamie,Jamison,Jaymes,Jayume,Jamsey,Jem,Jemes,Gimson",,,"James of Wales",2091
214,Forsyth,1,0,,"Faresyth,Fersy,Forsith,Forsitht,Fersith,Forsythe,Fearsithe,Foresyth,Forsithe,Forsycht,Forsytht,Forseyth,Fersyth,MacForsyth",,"scottish,english,welsh,irish","Forsyth, Forsyth 1991 Variant, Forsyth Old Colours","1420, 4918, 5313"
215,Fox,0,0,,,,,"Fox Hunting, Fox Red","1426, 1427"
216,Frame,0,0,,,,,"Frame (Ferniegair) personal, Frame","1429, 1431"
217,Stewart,1,0,,"Steuarde,Steuarte,Steward,Stiuard,Stiubhard,Stiward,Stuard,Stuarde,Stuerd,Stuward,Steuard,Steuart,Stuart","Appin,Atholl,Boyd,Carmichael,Colquhoun,Cook,Cruickshank,Denniston,Duilach,France,Garrow,Gray,Hunter,Lennox,Levack,Livingstone,Lombard,Lorne,Lyle,MacColl,MacCombich,MacCombie,MacComie,MacDonleavy,MacGlashan,MacKinlay,MacLeay,MacLew,MacMunn,MacNairn,MacNucator,MacRob,Mitchell,Mitchelson,Moodie,Robb,Sharp,Walker,Stewart of Appin,Stuart of Bute,Stewart of Ardshiel,Stewart of Atholl,Stewart of Fingask,Stewart of Galloway,Stewart of Killiecrankie,Stewart of Rothesay","scottish,english,welsh,irish","Stewart King George VI, Stewart #2, Stewart Artifact, Stewart Black, Stewart Dress Blue, Stewart Blue #2, Stewart Camel, Stewart Campbell, Stewart Cromarty Mss, Stewart Dress, Stewart Dress; 4 red lines, Stewart Dress; Blue Lines, Stewart Dress; Heather, Stewart Dress; Purple, Stewart Fragment, Stewart Hunting, Stewart Hunting (1819 variant), Stewart Mourning Originaux, Stewart Mourning Originaux #2, Stewart Old, Stewart Pink, Stewart Plaid, Stewart Purple, Stewart Regency, Stewart Royal, Stewart Royal (1819 variant), Stewart Royal (Black & White & Grey), Stewart Royal (Black & White), Stewart Royal (Vestiarium Scoticum), Stewart Royal #2, Stewart Royal #3, Stewart Victoria, Stewart Plaid (1746 variant), Stewart Navy Blue, Stewart Small Sett Black, Stewart Blue (Dress), Stewart Prince Charles Edward, Stewart Dress Grey, Stewart Royal; Black Stripe, Stewart Royal; Red Stripe","2225, 4292, 4293, 4294, 4295, 4296, 4297, 4298, 4299, 4300, 4301, 4302, 4303, 4304, 4305, 4306, 4307, 4309, 4310, 4324, 4325, 4326, 4327, 4328, 4329, 4330, 4331, 4332, 4333, 4334, 4335, 4336, 4368, 4929, 4945, 5925, 6488, 8386, 305462, 305463"
218,Frater,0,0,,,,,Frater,1458
220,Fulton,0,0,,,,,"Fulton 1982, Fulton 1999","1477, 1478"
221,Gallamore,0,0,,,,,Gallamore,1488
222,Gammell,0,0,,"Gemmall,Gemmell",,,"Gammell 1978, Gammell ","1504, 1522"
223,Gary,0,0,,"Gerry,Garry",,,Gary,1508
224,Gates,0,0,,,,,"Gates Hunting, Gates","1509, 1510"
225,Gayre,0,0,,"Gair,Angear,Gaire,Ger,Gear,Gere,Ghiorr,Gayr,Gar,Gayer,Gyre,Geir,Garrison,Garson,Kerrison,Gairn",,,"Gayre Bodyguard, Gayre Bodyguard #2, Gayre Dress, Gayre Dress #2, Gayre Hunting, Gayre","1512, 1513, 1514, 1515, 1516, 1517"
226,Geddes,1,0,,"Geddas,Geddeis,Geddess,Geddis,Gedes,Giddes,Ged,Geddies,Geddie,Geddy,Gel,Geadais,Geadasach",,"scottish,english,welsh,irish","Geddes, Geddes Spec 1646","1518, 6299"
227,Gibson,1,0,,"Gibsoune,Gipson,Gipsone,Gipsoun,Gilbertsone,Gybsone,Gybbesone,Gybsoun,Gypsone,Gybson,Gibbinson,Gibbie,Gibbisone,Gibbeson,Gibbieson,Gib,Geib,Gibsone,Gibsoun,Gebbieson,Gibb,Gibbons,Gibbsone,Gibsons,Gilson,Gippson",,"scottish,english,welsh,irish",Gibson,1530
228,Gillespie,0,0,,"Galeaspe,Ghillaspic,Gilasp,Gilaspy,Gilhaspy,Gilhespy,Gilispie,Gillaspik,Gillaspy,Gillespey",,,Gillespie,1533
230,Glenfinnan,0,0,,,,,Glenfinnan,1611
231,Glengarry,0,0,,,,,"Glengarry Highland Games, Glengarry","1612, 1613"
232,Glenn,0,0,,,,,Glenn,1622
233,Glennie,0,0,,,,,"Glennie Evelyn; Rhythms of, Glennie","1623, 1624"
234,Goldstraw,0,0,,,,,Goldstraw,1637
235,Gordon,1,0,,,"Adam,Addie,Addison,Aitken,Atkin,Atkins,Atkinson,Barrie,Barry,Connon,Craig,Cullen,Darge,Dorward,Esslemont,Gardner,Garrick,Geddes,Huntly,Laing,Lang,Laurie,MacDuff,Marr,Maver,Meldrum,Milne,More,Morrice,Muir,Todd,Troup,Gordon of Abergeldie","scottish,english,welsh,irish","Gordon (Wilsons), Gordon Dress, Gordon Dress #2, Gordon Old, Gordon (1819), Gordon, Gordon spec 1393 92nd Regiment, Gordon spec 1393 92nd Regiment #2","1639, 1640, 1641, 1643, 1644, 1645, 6303, 6304"
236,Graden,0,0,,Gradene,,,Graden,1653
237,Graham,1,0,,"Graeme,Grahame,Grahym,Grim,Grymn,Grym,Greym,Grahm,Greyme,Graheme,Grahem,Greme,Grahme,Graiham,Greeme,Gram,Grame,Graem,Grayme,Graym,Grem,Grimm,Grehme,Grime,Gruamach","Airth,Allardyce,Blair,Bonar,Hadden,Haldane,MacGibbon,MacGilvernock,MacGrime,Menteith,Pye,Pyott,Graham of Menteith,Graham of Montrose,Graham of Airth","scottish,english,welsh,irish","Graham Dress, Graham Red, Graham Red; Dress","1655, 1660, 1661"
238,Montrose,0,0,,,,,"Montrose #2, Montrose #3, Montrose (McNaughton)","3239, 3240, 3241"
239,Grainger,0,0,,,,,Grainger,1662
241,Gray,1,0,,"Graye,Grays,Grey,Groy",,"scottish,english,welsh,irish","Gray Hunting, Gray John Hamilton","1688, 1689"
242,Greene,0,0,Green,,,,Greene,1697
244,Greenshields,0,0,,,,,"Greenshields Skye",1701
245,Greer,0,0,,,,,Greer,1703
246,Griffiths,0,0,,"Griffith,Griffis,Gruffydd,Gruffudd,Griffies,Griffin,Guto,Griffen,Gryffin,Griffyn,Griffing,Grippiud,Gryphon,Gutyn,Gryffudd,Gryffuths",,,"Griffiths of Wales",1717
247,Gunn,1,0,,"Gunni,Gun","Gallie,Ganson,Georgeson,Henderson,Jamieson,Johnson,Keene,MacIan,MacKean,MacManus,MacOmish,MacRob,MacWilliam,Magnus,Main,Mann,Manson,Neilson,Robb,Robinson,Swan,Swanney,Swanson,Wills,Wilson,Wylie","scottish,english,welsh,irish","Gunn (Robert) personal, Gunn #2, Gunn, Gunn 1842 Variant","1727, 1728, 1729, 5094"
248,Guthrie,1,0,,"Gottray,Gottraye,Gotthra,Gotheray,Gotraye,Gottrae,Gotrey,Gothra,Gottre,Gotray,Gotrae,Gothray,Gothraw,Guttre,Gutherie,Gutherye,Guthre,Guthere,Guthry,Guthrye,Gutrae,Guttere,Guttraw,Guthree",,,"Guthrie , Guthrie Dress","1731, 6309"
249,Gwyn,0,0,,"Gwinn,Gwinnett,Gwynedd,Gwynett,Gwynn,Gwynne,Gwynns,Gynne,Gwinne",,,Gwyn,1734
250,Hackston,0,0,,,,,"Hackston Green Stripe",1737
252,Hall,1,0,,"Halle,Haule,Haul,Hal,Hale,Haw,Haugh","Deaula,MacHall","scottish,english,welsh,irish",Hall,1745
253,Halliday,0,0,,,,,Halliday,1746
254,Hamilton,1,0,,"Hammeltoune,Hammyltoune,Hamyltoune,Hammyltoun,Hamyltone,Hamulthone","Cadzow,Hamilton of Brandon,Hamilton of Clayton","scottish,english,welsh,irish","Hamilton Hunting, Hamilton Red, Hamilton ","1749, 1753, 1754"
255,Hanby,0,0,,,,,Hanby,1756
256,Hanna,0,0,,,"Hanna of Leith,Hanna of Stirlingshire",,Hanna,1760
257,Hannay,1,0,,"Ahannay,Ahanney,Hanay,Hannaye",,,"Hannay Blue, Hannay Dress, Hannay ","1761, 1762, 1763"
258,Harden,0,0,,,,,Harden,1767
259,Hardie,0,0,,Hardy,,,"Hardie ",1768
260,Hargis,0,0,,,,,Hargis,1771
261,Harkness,0,0,,,,,"Harkness Dress, Harkness Hunting","1772, 1773"
262,Harris,0,0,Harrison,"Hariss,Harrie",,,"Harris (NY)",1780
263,Hart,0,0,,,,,Hart,1786
264,Harvey,0,0,,"Harvie,Hervey,Hervie",,,Harvey,1788
265,Haughdale,0,0,,,,,Haughdale,1790
266,Hay,1,0,,"Haya,Haye,Heys,Hey,Ave,Aue,Aye","Arrol,Constable,Gifford,MacKester","scottish,english,welsh,irish","Hay #2, Hay #3, Hay Dress, Hay Hunting, Hay","1800, 1801, 1802, 1803, 1806"
267,Leith,0,0,,"Leithe,Lethe,Leth,Leyth,Leythe",,,"Leith District, Leith","2353, 2354"
268,Healy,0,0,,"Ó hÉalaigh,Ó hÉilidhe,O'Healy,O'Healey,O'Hely,Healey,Hely,Heely,Heeley",,,Healy,1810
269,Hebridean,0,0,,,,,"Hebridean Cairn, Hebridean Dress Arisaid Blue, Hebridean Dress Arisaid Red, Hebridean Granite, Hebridean Heather, Hebridean Inner Hebrides, Hebridean North Uist, Hebridean Old District","1818, 1819, 1820, 1821, 1822, 1823, 1824, 1825"
270,Hebrides,0,0,,,,,"Hebrides #02, Hebrides #03, Hebrides #04, Hebrides #05, Hebrides #06, Hebrides #07, Hebrides #08, Hebrides #09, Hebrides #10, Hebrides #11, Hebrides Inner #02, Hebrides Outer, Hebrides South Uist #01, Hebrides South Uist #02, Hebrides South Uist #03, Hebrides","1826, 1827, 1828, 1829, 1830, 1831, 1832, 1833, 1834, 1835, 1836, 1837, 1838, 1839, 1840, 1841"
271,Heddle,0,0,,,,,Heddle,1845
272,Henderson,1,0,,"Hendersonne,Hendersoun,Henryson,Henrisoune,Hendersoune,Hendrisoune,Henryesson,Henrisoun,Hendersone,Henersoun,Henreysoun,Henrysoun,Henresoun,Hendirsone,Hennersoune,Hendirsoune,Hennryson,Henrisone,Henriesoun,Henrison,Endherson,Endirsone,Enderson,MacCanrig,Makhenry,Enrig,Hendery",,"scottish,english,welsh,irish","Henderson Dress, Henderson Dress #2, Henderson Dress #3, Henderson","1854, 1855, 1856, 5919"
273,Hepburn,1,0,,,,,"Hepburn #2, Hepburn ","1862, 1863"
274,Heston,0,0,,,,,Heston,1877
275,Highfield,0,0,,,,,"Highfield Dress, Highfield Hunting, Highfield","1884, 1885, 1886"
276,Hislop,0,0,,Hyslop,,,"Hislop #2, Hislop Hunting","1917, 1918"
277,Hogarth,0,0,,,,,Hogarth,1927
278,Hogg,1,0,,Hog,,,Hogg,1928
279,Hohenzollern,0,0,,,,,"Hohenzollern Staff, Hohenzollern","1930, 1931"
280,Holmes,0,0,,"Holme,Holms,Hulme,Hulmes",,,Holmes,1938
282,Home,1,0,,"Hume,Hom,Hoom,Hewme,Hoome,Houm,Houme,Huym,Hum","Ayton,Buncle,Dunbar,Eaton,Greenlaw,Haliburton,Landale,MacK,Nisbet,Wedderburn",,"Home (Vestiarium Scoticum), Home #2, Home (Clans Originaux) (Archived), Home Old Colours, Home (Clans Originaux)","1943, 1944, 1945, 4964, 303236"
283,Hood,0,0,,,,,Hood,1946
284,Hope-Vere,0,0,,,,,Hope-Vere,1947
285,Hopkins,0,0,,"Hopkin,Popkin,Popkins,Hopkines,Hopkinson,Hopkyns,Hopcyn,Hopcyns,Hopper,Hoppner,Popcin",,,"Hopkins of Wales",1950
286,Hosey,0,0,,,,,Hosey,1953
287,Hughes,0,0,,"Hews,Hues,Huse,Huw,Huys,Hugh,Hullin,Hullyn,Huws,Tugh,Hoell,Hughs",,"scottish,english,welsh,irish","Hughes of Wales, Hughes (DCD K1)","1966, 302210"
289,Humphries,0,0,Humphreys,,,,"Humphries (Name), Humphries ","1970, 302030"
290,Hunter,1,0,,"Huntair,Huntere,Huntayr,Huntter,Huntres,Hwtar,Huntar","Hunter of Bute,Hunter of Hunterston,Hunter of Peebleshire","scottish,english,welsh,irish","Hunter , Hunter 1775, Hunter (Graham) personal, Hunter Old, Hunter Old #2, Hunter Old #3, Hunter USA, Hunter #2","1484, 1974, 1975, 1979, 1980, 1981, 1982, 3923"
291,Huntly,0,0,,,,,"Huntly District, Huntly District #2, Huntly Gordon Gathering 2000, Huntly Old, Huntly","1984, 1985, 1986, 1987, 1988"
292,Hutcheson,0,0,,"Hutchison,Hutchinson",,,Hutcheson,1989
294,Hyndman,0,0,,,,,Hyndman,1998
295,Inches,0,0,,,,,Inches,2008
296,Inglis,1,0,,"Englis,Ingles,Ingalls,Ingals",,,Inglis,2018
297,Inkster,0,0,,,,,"Inkster ",2020
298,Innes,1,0,,"Inne,Dinnes,Ennis,Innie,Innis,Innice,Ineys,Ineess,Inees,Inays,Ince,Dynnes","Inch,Innes of Cowie",,"Innes (Georgina), Innes Dress Dance, Innes Green; Dress, Innes Hunting; Lyon count, Innes Red; Dress, Innes, Innes Red","2021, 2022, 2023, 2024, 2027, 2028, 2774"
299,Irvine,1,0,,"Eirryn,Erwyne,Erwine,Erwin,Erwyn,Erwinne,Ervine,Erwing,Erevein,Erewine,Herwynd,Herwyne,Irwing,Irewing,Irvein,Irwen,Irwan,Iruyn,Irvyn,Iruin,Hurven,Irvinn,Irwyn,Irvinge,Irwine,Irwyng,Irwynn,Irwyne,Irwin,Irveyn,Irrwing,Iruyne,Iruwyn,Irewyne,Irrwin,Irvin,Irveing,Irvying,Irving,Irrewin,Irrewine,Irrewing,Irruwing,MacIrvine,Urwin,Urwing,Urwyng,Urwen,Yrwing,Yrwin,Glentulcan","Irvine of Bonshaw","scottish,english,welsh,irish",Irvine,2053
300,"Isle of Man Manx",0,0,,,,,"Isle of Man Manx #2, Isle of Man Manx Centenary, Isle of Man Manx Dress, Isle of Man Manx Ellan Vannin, Isle of Man Manx Heritage, Isle of Man Manx Hunting, Isle of Man Manx Laxey; Blue, Isle of Man Manx Laxey; Dress Green, Isle of Man Manx Laxey; Red, Isle of Man Manx National, Isle of Man Manx","2064, 2065, 2067, 2068, 2069, 2070, 2071, 2072, 2073, 2074, 2075"
301,Jackson,0,0,,"Jacson,Jacksone,Jackston,Jackstone",,,"Jackson ",2083
302,Jacobite,0,0,,,,,"Jacobite #2, Jacobite Dress, Jacobite Dress #2, Jacobite Old, Jacobite Old Sett, Jacobite","2084, 2085, 2086, 2087, 2088, 2089"
303,Jardine,1,0,,"Jardin,Jardane,Jerden,Jerdone,Jarden,Jardyne,Jarding,Jardyn,Gairdner,Garden,Gardiner,Gardner,Jardines","Jardine of Castlemilk","scottish,english,welsh,irish","Jardine Dress, Jardine spec 426, of Castlemilk","2093, 6331"
304,Jenkins,0,0,Jenkins,"Jankin,Jenkin,Jenkinson,Jenkyns,Genge,Jankins,Jencyn,Jenks,Jinkin,Jinkins,Jinkson,Jynkson,Siencyn,Jenkins,Jenkynn,Jinkines,Jenkens,Junkin,Junkins",,,"Jenkins of Wales",2100
305,Johnstone,1,0,,,,"scottish,english,welsh,irish","Johnstone Clans; Originaux, Johnstone Dress, Johnstone Orange/Black, Johnstone ","2116, 2117, 2118, 2119"
306,Jones,0,0,Jones,"Jonas,Jone,Joness,John,Jones,Shone,Sion,Ieuan",,"scottish,english,welsh,irish","Jones #2, Jones Bobby, Jones Hunting, Jones of Wales","2124, 2125, 2126, 2127"
307,Joss,0,0,Joyce,,,,Joss,2130
308,Jrgensen,0,0,,,,,Jrgensen,2131
310,Kalkofen,0,0,,,,,Kalkofen,2149
312,Keilar,0,0,,,,,Keilar,2159
313,Kelly,1,0,,"Kellie,Ó Ceallaigh,Kelley,Kilkelly,MacKillely,O'Kelly,Gilkelly,O'Cadhla,MacGoila","Kelly of Sleat",,"Kelly Dress",2164
314,Kennedy,1,0,,"Kinnedi,Canedie,Kennyde,Kennadee,Kenide,Keneidy,Kennydy,Kennedi,Kenede,Kenadie,Kennaty,Kennatie,Kenyde,Kanydi,Kenedy,Kennety,Kennedye,Kennide,Kinydy,Kennetie,Kanide,Kynidy,Kyneidy,Kennedie,O'Kennedy,Ó Cinnéide,Ó Ceannéidigh",,"scottish,english,welsh,irish","Kennedy Dress, Kennedy Irish, Kennedy","2175, 2176, 2177"
315,Kennison,0,0,,,,,Kennison,2178
316,Kerby,0,0,,Kirby,,,Kerby,2183
317,Kerr,1,0,Car,"Ker,Kerre,Kere,Keire,Keyr,Cer,Kare,Kar,Kayr,Kaurr,Karr,Karre,Carrach,Kier",Cessford,"scottish,english,welsh,irish","Kerr Hunting, Kerr Shepherd's Plaid, Kerr","2184, 2185, 2186"
318,Kidd,0,0,,,,,"Kidd Rock and Wheel, Kidd ","2188, 2189"
319,Kiernan,0,0,,Keirnan,,,Kiernan,2190
320,Kierson,0,0,,,,,Kierson,2191
321,Kilbarchan,0,0,,,,,"Kilbarchan # 1, Kilbarchan # 11, Kilbarchan # 14, Kilbarchan # 2, Kilbarchan # 3, Kilbarchan # 4, Kilbarchan # 5, Kilbarchan # 7, Kilbarchan # 8","2192, 2193, 2194, 2195, 2196, 2197, 2198, 2199, 2200"
322,Kilgour,0,0,,,,,"Kilgour , Kilgour (Symmetrical)","2204, 2205"
323,Killen,0,0,,,,,Killen,2207
324,Killin,0,0,,,,,Killin,2208
325,Kincaid,1,0,,"Kinkid,Kinkead,Kinkaid,Kyncayd,Kynkad,Kynked,Kyncaide,Kyncade,Kyncaid",,,"Kincaid ",2214
329,Kinnaird,1,0,,"Kennard,Kinnard,Kinnart,Kinzerd,Kynarde,Kynharde,Kynnard,Kynnart",Culbin,,"Kinnaird #2, Kinnaird, Kinnaird spec 538","2238, 2239, 6340"
330,Kinnison,0,0,,,,,Kinnison,2240
331,Kinnoull,0,0,,,,,Kinnoull,2241
333,Kirk,0,0,,,,,Kirk,2248
334,Knox,0,0,,,,,"Knox #2",2262
335,Kyle,0,0,,,,,"Kyle Blue, Kyle Green","2271, 2272"
336,Laing,1,0,,,"Laing of Archiestown",,"Laing Artefact, Laing","2280, 2282"
337,Lamont,1,0,,"Lamon,Lemond,Limond,Limont,Lamonson,Lamond,Lemmont,Lawmondson","Black,Blake,Brown,Burdon,Gildowie,Lamb,Lamondson,Landers,Lucas,Luke,Lyon,MacCracken,MacGilledow,MacIlwhom,MacLamond,MacLucas,MacPatrick,MacPhorich,MacSorley,Meikleham,Munn,Patrick,Sorley,Toward,Turner,White","scottish,english,welsh,irish","Lamont Dress, Lamont Heather, Lamont","2288, 2289, 2290"
338,Lang,0,0,,"Leng,Ling",,,Lang,2297
339,Langston,0,0,,,,,"Langston ",2300
340,Lasting,0,0,,,,,Lasting,2311
341,Latin,0,0,,,,,Latin,2312
342,Lauder,0,0,,,,,"Lauder Dress, Lauder ","2313, 2314"
343,Laurie,0,0,,"Lawrie,Larrie,Lawry,Lowrey,Laurri,Laury,Lowrie",,,Laurie,2317
344,Lawlis,0,0,,Lawless,,,"Lawlis, Lawlis aka Lawless","2323, 6344"
345,Lawrie,0,0,Laurie,,,,Lawrie,2325
346,Leach,0,0,,"Leech,Leitch,Leatch,Lech,Leche,Leeche,Leetch,Leiche,Leitche,Leyche,Liche,Liech,Lietch,Litch",,,"Leach Hunting #2, Leach Hunting, Leach","2331, 2332, 2334"
347,Leask,1,0,,"Lesk,Lesque,Laysk,Leaske,Leisk,Lowask,Laisk,Lisk,Lask,Louask,Laske,Laski,Lowsk",,,"Leask ",2338
348,Leckie,0,0,,,,,Leckie,2341
349,Ledford,0,0,,,,,"Ledford ",2342
350,Lee,0,0,,"Lea,Legh,Leigh,Ley,Leyie",,,Lee,2343
351,Leighton,0,0,,,,,Leighton,2350
352,Lendrum,0,0,,,,,"Lendrum Lyon version, Lendrum","2358, 2359"
353,Lennie,0,0,,,,,Lennie,2360
354,Lennox,1,0,,"Levenax,Levinax,Levynnax,Lenox",,,"Lennox Dress Dance Purple, Lennox Dress Red, Lennox Dress Turquoise, Lennox ","2361, 2362, 2363, 2364"
355,Leonard,0,0,,,,,"Leonard Hunting",2365
356,Lermontov,0,0,,,,,Lermontov,2366
357,Lewis,0,0,,"Lewess,Lews,Llewis,Llewiss,Llewys,Lewys,Lou,Louis,Lew,Lewes,Lewiss,Lewwis,Llewess",,,"Lewis of Wales, Lewis Red","2376, 5535"
358,Liberton,0,0,,,,,Liberton,2379
359,Linden,0,0,,,,,Linden,2383
